N,P,K,temperature,humidity,ph,rainfall,moisture,Organic_Carbon,Electrical_Conductivity,Soil_Type,Recommended_Fertilizer
77,86,74,35.5,47.76,6.85,626.43,52.86,0.5,1.71,Sandy,SSP
95,46,23,33.45,86.58,4.81,2725.93,53.14,0.3,0.5,Sandy,MOP
122,67,44,37.8,87.74,5.53,2838.11,35.94,0.93,1.23,Loamy,Zinc Sulphate
45,44,32,32.19,43.48,4.88,1113.0,27.37,0.27,1.9,Clay,Urea
46,58,116,36.34,77.1,5.76,1840.76,41.98,0.96,0.23,Silt,Urea
43,68,31,10.31,32.51,8.0,1112.23,32.29,1.18,2.67,Loamy,Urea
100,16,36,39.33,30.14,5.89,2230.73,14.07,0.63,0.3,Clay,DAP
158,44,59,15.73,51.09,6.75,2854.21,28.89,0.83,0.19,Loamy,SSP
105,48,34,35.93,57.75,6.23,278.0,59.7,1.41,0.11,Clay,MOP
155,15,107,37.89,62.78,6.34,1518.44,12.43,0.81,2.08,Loamy,DAP
51,87,63,10.07,52.7,8.38,2437.41,44.83,1.5,1.42,Clay,Urea
48,74,58,37.41,37.73,5.68,2129.68,52.06,0.4,0.4,Loamy,Urea
125,36,100,34.88,50.69,7.01,710.26,42.44,1.12,2.58,Clay,DAP
115,20,108,37.67,79.31,6.18,1298.14,38.49,1.05,0.69,Loamy,DAP
140,18,94,15.31,50.14,4.74,1511.19,45.38,1.33,1.05,Silt,DAP
123,19,112,33.32,65.54,6.46,2285.92,31.47,0.32,0.62,Silt,DAP
152,63,12,24.62,70.85,7.75,1485.48,14.57,0.56,2.79,Sandy,MOP
147,52,34,17.73,73.95,4.9,1079.16,58.12,0.37,2.3,Clay,MOP
108,59,77,32.69,59.28,4.78,1362.01,31.62,1.41,2.2,Loamy,Compost
61,55,66,24.2,37.54,5.11,2907.29,43.27,0.75,0.23,Clay,Compost
29,72,24,37.0,84.03,7.56,330.95,36.57,1.38,1.62,Silt,Urea
45,58,76,31.32,45.62,7.4,1134.62,12.73,0.58,1.77,Clay,Urea
95,40,20,14.17,50.34,6.76,754.33,57.64,0.36,1.21,Loamy,MOP
58,72,101,17.52,76.43,6.37,1321.41,49.63,0.59,1.03,Clay,Urea
71,17,12,17.94,75.81,8.05,1840.11,17.45,0.98,2.57,Loamy,DAP
142,49,27,20.32,83.78,7.57,743.99,59.08,1.3,0.17,Silt,MOP
77,69,119,29.99,32.02,7.75,1394.19,46.85,0.7,1.91,Silt,Zinc Sulphate
95,60,62,36.83,82.47,7.75,2517.98,33.62,1.39,1.24,Silt,MOP
119,14,18,27.81,77.53,7.07,1997.95,40.57,0.52,2.03,Sandy,DAP
37,40,88,32.55,61.51,6.33,2101.88,15.34,1.1,0.67,Silt,Urea
61,16,113,19.5,39.57,7.96,2833.02,38.02,1.16,0.79,Clay,DAP
21,54,81,25.67,62.7,8.2,1345.09,13.68,0.56,1.8,Sandy,Urea
52,56,49,25.12,41.64,4.6,2994.43,37.24,0.24,2.94,Silt,Urea
78,23,65,31.03,87.9,4.71,1269.72,37.63,0.67,2.93,Clay,DAP
119,34,23,25.54,72.53,8.33,711.52,53.72,0.26,0.82,Clay,DAP
92,56,111,20.03,65.77,5.61,2460.97,46.25,1.37,0.4,Clay,NPK
104,55,70,17.32,78.8,7.99,1627.92,22.48,1.44,1.81,Loamy,Zinc Sulphate
41,54,22,17.64,61.95,6.06,1165.86,54.42,1.16,1.32,Sandy,Urea
36,40,112,39.43,33.62,4.98,889.71,38.66,1.14,2.31,Clay,Urea
150,61,56,20.72,45.54,4.82,2500.18,40.32,0.51,1.63,Loamy,Compost
51,13,83,34.2,88.9,5.13,1779.19,18.45,0.3,1.58,Silt,Urea
52,55,117,12.14,81.05,5.5,1948.36,52.89,1.24,1.97,Clay,Urea
29,38,103,12.69,85.65,6.45,1494.35,56.55,0.93,0.47,Loamy,Urea
24,58,14,30.58,35.87,7.31,800.51,48.75,1.09,2.06,Clay,Urea
87,74,95,23.72,44.88,8.45,1145.23,57.04,1.21,1.52,Sandy,Zinc Sulphate
121,10,108,36.41,33.79,6.27,560.38,25.11,0.73,2.48,Sandy,DAP
92,77,14,35.87,79.33,6.57,1155.33,53.06,0.39,0.5,Silt,MOP
71,68,21,32.67,40.43,6.59,2755.56,34.44,1.23,0.97,Clay,MOP
27,46,44,34.46,54.6,6.66,1809.62,18.2,0.79,2.86,Loamy,Urea
117,87,94,36.12,46.17,6.57,329.37,43.44,1.28,1.7,Silt,Compost
49,61,35,33.51,85.82,4.54,2339.62,44.21,0.77,2.79,Clay,Urea
93,87,10,25.81,66.5,4.51,2349.45,24.35,0.48,2.1,Silt,MOP
97,11,19,17.94,77.97,4.89,2326.58,11.37,0.42,2.79,Loamy,DAP
143,30,47,33.62,66.13,4.91,1926.29,19.99,1.17,1.02,Silt,DAP
78,38,33,19.53,66.75,7.32,288.23,29.99,0.95,0.36,Silt,DAP
81,85,104,17.34,52.97,5.32,1271.39,18.38,0.73,2.43,Silt,Compost
48,47,118,15.15,44.34,8.08,1110.77,19.7,0.84,2.43,Clay,Urea
112,41,56,28.82,50.9,8.21,259.18,29.57,0.91,1.89,Loamy,Zinc Sulphate
81,50,96,17.27,47.69,8.4,439.86,58.09,0.51,1.78,Sandy,Zinc Sulphate
154,31,94,21.24,71.47,8.26,1377.19,48.21,0.69,2.75,Clay,DAP
153,51,11,31.27,55.35,5.59,2666.14,25.99,0.58,0.61,Sandy,MOP
81,21,104,33.81,63.01,6.54,2892.87,57.58,0.7,1.89,Sandy,DAP
87,66,11,19.44,76.26,5.2,2281.59,42.28,0.85,0.24,Clay,MOP
36,17,39,35.28,45.99,7.72,831.76,32.77,0.43,0.51,Clay,Urea
159,37,34,11.74,55.42,8.05,2780.82,33.42,0.71,1.37,Loamy,DAP
76,66,92,39.58,61.17,7.91,2938.34,30.54,0.7,2.48,Loamy,Zinc Sulphate
107,62,71,22.51,33.23,6.23,1404.69,21.65,0.57,2.23,Silt,MOP
81,89,10,19.75,39.13,7.53,1661.31,29.33,1.5,2.92,Sandy,MOP
117,85,110,37.71,33.81,4.89,1168.81,36.39,0.3,0.23,Loamy,Compost
97,26,101,13.97,75.14,4.66,2585.73,36.4,1.04,1.21,Silt,DAP
46,30,72,20.73,47.99,7.51,1033.51,48.09,0.43,0.56,Loamy,Urea
152,60,93,20.77,55.36,6.2,504.38,27.94,1.29,0.21,Clay,Compost
59,16,68,22.73,70.34,8.48,1476.8,45.84,1.39,0.87,Loamy,Urea
156,70,63,35.45,87.99,4.89,674.69,38.9,0.72,0.81,Sandy,Compost
32,63,78,35.48,78.66,7.92,1406.67,58.09,1.27,1.32,Loamy,Urea
63,50,64,27.75,33.47,6.42,1839.2,29.26,0.52,0.51,Sandy,MOP
135,69,103,39.75,48.34,7.81,2447.29,55.06,0.38,1.52,Clay,Zinc Sulphate
137,53,96,35.32,32.94,7.77,2137.56,51.03,0.61,2.77,Sandy,SSP
114,86,51,30.43,33.7,8.16,2267.96,41.88,0.64,2.27,Loamy,Zinc Sulphate
66,38,100,15.98,37.65,5.69,1853.45,42.73,0.72,2.54,Silt,DAP
103,52,62,26.49,49.26,8.3,427.83,14.23,0.68,2.43,Clay,Zinc Sulphate
59,46,115,16.42,43.89,5.11,2664.08,57.51,0.73,1.23,Loamy,Urea
90,70,74,19.05,51.13,4.83,2154.81,15.35,1.12,2.16,Clay,Compost
125,68,18,30.58,79.32,6.23,2411.69,38.16,0.52,2.29,Clay,MOP
114,70,80,15.53,77.86,7.81,2834.6,26.5,0.22,0.7,Loamy,Zinc Sulphate
42,81,60,12.73,51.04,6.39,2910.77,31.49,0.84,2.59,Loamy,Urea
66,29,99,25.95,69.59,7.82,2897.77,40.51,0.78,1.43,Silt,DAP
63,53,25,10.03,52.36,7.42,954.84,55.44,0.28,0.15,Clay,MOP
101,65,62,28.27,53.16,5.34,2584.54,32.88,0.37,1.97,Clay,Compost
31,57,79,37.04,70.54,8.3,2884.26,59.39,0.86,2.06,Loamy,Urea
113,83,71,15.71,53.06,4.74,2177.69,39.64,0.51,1.7,Sandy,Compost
98,24,115,21.48,62.96,8.09,2204.58,18.03,1.34,0.72,Loamy,DAP
100,85,46,37.49,36.91,5.72,2675.76,19.5,0.43,1.5,Clay,NPK
139,65,70,31.12,62.33,6.5,1005.14,45.81,0.23,1.26,Loamy,NPK
120,65,66,14.06,74.52,6.19,737.22,12.52,0.78,2.93,Silt,NPK
132,55,54,21.46,83.3,5.19,1423.49,34.02,1.48,2.49,Sandy,Compost
46,66,85,32.68,38.84,5.93,2859.66,17.41,1.02,2.31,Loamy,Urea
37,54,97,29.94,54.64,5.27,369.31,31.66,0.66,0.63,Silt,Urea
83,89,26,14.67,59.17,5.32,1439.03,47.5,0.22,1.06,Clay,MOP
28,51,11,11.87,84.29,5.25,2134.24,32.94,0.83,1.2,Loamy,Urea
137,71,104,30.45,45.44,6.46,2023.56,18.17,0.47,1.53,Clay,NPK
142,17,46,28.27,39.94,7.69,2467.72,22.6,1.04,0.19,Silt,DAP
44,23,63,11.78,38.49,6.78,954.9,28.38,0.96,1.82,Clay,Urea
132,35,51,39.24,39.29,8.07,855.07,13.48,0.54,1.14,Silt,DAP
148,50,38,17.57,82.17,7.05,2516.84,39.22,0.29,1.73,Silt,MOP
78,38,74,21.58,67.19,7.26,2512.0,40.38,1.18,0.13,Silt,DAP
37,72,117,15.33,55.24,7.17,896.72,13.11,0.96,1.03,Loamy,Urea
66,22,87,34.86,82.0,6.3,1432.76,30.12,1.29,2.33,Clay,DAP
98,68,49,38.88,47.88,7.26,1464.68,30.7,0.54,1.55,Clay,NPK
41,56,20,16.4,85.67,4.78,1637.16,26.69,1.05,2.39,Sandy,Urea
107,30,67,18.5,75.53,7.94,2541.97,37.89,0.35,2.13,Sandy,DAP
84,21,105,31.2,31.23,7.61,1889.48,27.3,0.58,2.58,Sandy,DAP
158,33,29,25.84,57.76,5.48,1650.99,30.82,1.05,0.12,Sandy,DAP
126,30,75,13.15,80.55,7.57,1010.56,49.88,1.27,0.86,Clay,DAP
109,13,40,37.86,53.77,4.55,313.14,18.11,0.62,1.69,Silt,DAP
57,34,14,28.33,89.23,5.37,2770.71,40.96,1.24,2.83,Silt,Urea
145,17,105,19.04,80.8,4.76,2205.38,35.28,1.08,2.07,Loamy,DAP
68,45,59,24.69,75.18,7.62,408.33,25.25,0.65,1.42,Silt,NPK
124,43,18,25.01,38.13,7.52,1033.13,46.38,1.34,0.48,Clay,MOP
76,59,50,25.76,36.47,7.75,2011.71,37.56,0.86,1.53,Clay,Compost
33,37,19,24.92,68.47,4.52,785.54,33.87,1.04,1.38,Clay,Urea
102,71,62,26.85,69.69,6.5,494.24,43.38,0.84,2.36,Loamy,Compost
27,83,109,21.8,38.85,7.32,1740.9,50.11,0.79,1.3,Sandy,Urea
42,53,58,14.38,81.24,5.12,1121.32,58.63,1.3,1.02,Silt,Urea
63,41,35,29.94,82.42,7.1,2517.67,41.47,0.58,0.36,Clay,MOP
85,17,117,33.77,55.0,4.84,2862.0,53.72,0.25,0.23,Clay,DAP
22,63,76,35.23,66.46,5.23,1845.45,10.05,1.34,1.37,Sandy,Urea
88,26,45,10.66,60.64,6.4,2196.11,36.51,1.27,1.11,Clay,DAP
101,21,32,22.14,32.14,7.11,2953.6,20.73,0.68,1.71,Silt,DAP
20,76,103,39.35,35.42,5.08,832.67,14.71,0.44,2.16,Loamy,Urea
40,84,48,11.88,76.79,5.24,2733.62,36.6,1.08,0.22,Clay,Urea
102,87,68,33.57,59.3,5.32,1766.16,47.34,0.3,1.54,Silt,Compost
75,80,32,13.78,66.65,5.45,725.39,30.61,0.75,2.6,Clay,MOP
121,35,32,34.74,66.77,5.41,1009.67,43.51,0.31,1.42,Sandy,DAP
149,42,52,30.17,52.78,6.08,2126.63,34.49,0.98,1.61,Clay,NPK
50,53,109,31.75,31.76,7.12,2781.53,31.85,0.24,1.51,Clay,Urea
33,41,34,39.32,77.21,6.25,533.12,24.51,1.02,1.23,Loamy,Urea
95,47,93,38.18,58.11,7.6,1989.91,29.13,1.08,0.42,Sandy,Compost
32,19,69,19.13,38.33,7.38,1255.29,27.49,0.83,0.47,Sandy,Urea
107,88,111,21.26,31.26,5.01,1100.75,42.31,0.43,0.62,Loamy,Compost
114,88,42,22.22,31.05,4.7,704.12,15.8,0.33,2.4,Clay,Compost
133,79,42,15.42,32.0,8.01,2686.85,14.63,0.61,0.9,Silt,Zinc Sulphate
113,10,111,21.43,39.3,4.82,1219.92,43.0,0.8,2.85,Sandy,DAP
119,79,74,39.37,43.89,5.09,1441.2,37.31,1.03,2.45,Sandy,Compost
89,86,56,24.69,44.83,4.59,780.66,31.51,0.2,2.09,Clay,Compost
145,84,42,38.58,67.93,7.01,1901.96,17.62,1.12,2.19,Clay,NPK
137,34,47,12.14,44.49,6.83,1432.56,30.55,1.13,0.24,Sandy,DAP
146,61,33,11.18,70.44,8.45,740.41,49.49,0.78,1.75,Clay,MOP
89,61,82,27.26,79.4,8.05,1069.35,54.48,0.65,2.83,Silt,Zinc Sulphate
75,21,104,32.09,53.09,6.14,1295.27,45.13,1.3,0.21,Sandy,DAP
107,55,111,16.52,73.1,5.99,415.54,13.0,1.22,0.94,Silt,NPK
32,18,58,25.1,36.25,5.69,345.21,43.52,1.48,0.25,Silt,Urea
154,54,101,36.19,49.68,5.11,2978.96,22.05,0.68,1.75,Clay,Compost
128,45,96,32.85,70.96,5.05,2797.6,25.76,1.38,0.44,Silt,Compost
121,18,39,16.95,85.91,5.03,1860.84,19.79,0.31,1.49,Clay,DAP
121,49,91,20.03,66.93,4.96,885.37,48.79,0.73,2.19,Loamy,Compost
22,43,67,19.17,51.83,5.46,850.76,42.43,0.8,0.58,Clay,Urea
82,62,99,31.59,48.82,5.73,1433.47,40.59,0.77,2.29,Silt,MOP
128,54,106,39.05,53.49,8.35,1281.24,43.4,1.01,0.27,Loamy,Zinc Sulphate
31,42,68,18.4,69.17,6.81,2252.48,21.84,0.42,0.53,Clay,Urea
74,38,25,27.65,49.62,8.45,1339.91,32.23,1.33,0.91,Silt,DAP
137,47,102,39.66,58.2,5.99,2875.05,41.66,0.92,2.41,Sandy,Zinc Sulphate
143,57,25,14.73,75.54,6.33,908.15,41.83,1.38,2.57,Sandy,MOP
110,86,42,29.77,44.27,5.8,274.6,49.59,0.2,0.74,Clay,Compost
88,68,48,19.96,72.99,5.23,1889.26,24.36,1.02,0.38,Clay,Compost
74,71,55,39.75,75.69,5.07,2966.21,48.52,0.74,2.56,Sandy,Compost
94,44,47,13.26,81.82,8.28,2583.96,32.01,0.86,1.98,Silt,Zinc Sulphate
79,56,32,23.54,31.43,8.45,214.6,43.51,1.17,0.56,Silt,MOP
61,68,35,17.65,36.83,4.68,1810.57,32.79,0.5,1.72,Silt,MOP
153,68,58,10.95,87.29,5.1,1470.62,57.43,0.47,2.63,Clay,Compost
88,11,90,38.91,37.55,6.19,2351.42,18.97,1.11,0.3,Loamy,DAP
41,69,111,27.05,59.27,5.25,907.62,43.75,0.88,0.34,Loamy,Urea
84,15,118,31.02,40.02,5.96,882.48,38.83,0.5,0.89,Loamy,DAP
103,34,33,28.61,78.71,5.02,1086.78,18.64,0.83,1.99,Loamy,DAP
107,62,116,14.45,35.79,6.33,889.26,13.3,0.8,0.62,Loamy,MOP
66,87,92,15.12,35.14,5.59,261.43,49.96,1.1,2.47,Clay,Compost
43,13,51,28.79,60.28,5.91,1958.93,17.87,0.2,2.28,Clay,Urea
91,81,36,33.39,44.29,4.88,1915.71,19.33,0.96,1.73,Loamy,MOP
117,65,11,28.33,69.69,6.21,2585.0,58.92,0.99,0.44,Clay,MOP
58,11,17,27.11,71.09,8.43,2153.69,45.86,1.17,2.97,Clay,Urea
74,26,88,32.38,65.16,5.82,1994.43,22.52,1.36,1.52,Loamy,DAP
135,77,50,17.31,80.08,8.01,849.86,39.55,0.77,1.41,Silt,Zinc Sulphate
96,57,22,31.95,71.84,7.87,2272.37,36.71,0.65,2.99,Clay,MOP
127,36,100,22.34,41.25,8.31,2595.06,52.22,0.33,2.61,Silt,DAP
77,43,31,30.22,34.7,7.66,1442.94,46.47,0.64,1.42,Clay,MOP
120,50,56,18.24,74.87,7.14,1713.41,51.59,0.29,1.31,Clay,Zinc Sulphate
110,15,56,14.12,74.4,7.93,2396.14,20.58,1.24,0.38,Loamy,DAP
107,15,74,10.87,81.02,4.8,1503.74,42.01,1.25,2.79,Clay,DAP
150,37,78,34.1,42.14,6.35,2066.24,12.01,0.74,2.55,Sandy,DAP
146,17,38,15.91,43.39,8.46,801.51,13.45,0.54,1.0,Sandy,DAP
27,10,88,20.9,64.6,7.58,1835.91,45.68,0.35,2.28,Loamy,Urea
34,89,39,33.07,39.34,8.35,304.1,11.22,1.31,2.31,Silt,Urea
22,27,55,23.51,47.78,7.62,785.12,38.99,1.34,0.76,Silt,Urea
128,89,15,16.53,78.75,8.0,2778.44,52.02,0.55,1.88,Silt,MOP
158,56,15,15.84,50.05,7.33,1866.61,29.0,1.01,0.84,Sandy,MOP
28,89,96,22.24,30.68,7.54,1475.42,12.24,0.54,2.39,Silt,Urea
23,20,61,26.96,69.05,6.59,1661.52,45.69,0.49,0.55,Silt,Urea
132,15,14,21.77,40.84,8.2,200.08,56.48,0.23,2.04,Loamy,DAP
99,23,95,37.14,41.75,7.8,1486.88,45.86,0.95,1.05,Silt,DAP
153,31,50,10.12,30.99,7.88,603.15,38.92,0.39,0.2,Sandy,DAP
24,40,29,22.06,64.68,7.19,2602.77,21.5,0.22,0.46,Sandy,Urea
68,37,29,32.29,63.71,5.72,1357.87,10.77,0.34,2.0,Sandy,DAP
102,28,48,36.73,35.79,4.64,849.62,44.73,0.61,0.8,Loamy,DAP
88,10,39,20.75,33.03,8.24,1633.18,21.55,1.07,1.93,Loamy,DAP
139,76,57,30.21,59.45,6.84,1224.01,52.91,0.46,1.3,Clay,NPK
31,81,90,27.41,76.88,5.69,1488.12,33.32,1.35,2.11,Silt,Urea
73,22,69,16.05,87.22,5.1,2232.1,36.53,0.58,1.53,Loamy,DAP
123,60,32,30.43,34.51,7.82,1625.84,47.7,0.63,0.99,Sandy,MOP
99,10,113,17.49,72.49,7.85,2761.87,48.97,0.48,0.52,Sandy,DAP
92,38,69,33.52,41.49,7.76,919.11,42.13,0.53,1.09,Loamy,DAP
20,22,59,35.98,32.04,7.08,1112.98,56.92,0.3,1.94,Loamy,Urea
156,51,22,24.35,50.09,5.96,2377.13,59.11,0.58,2.25,Loamy,MOP
37,38,119,11.62,64.43,5.72,2393.49,57.34,1.32,0.56,Clay,Urea
121,25,109,32.12,66.08,4.53,2934.46,51.21,1.09,2.03,Sandy,DAP
104,69,115,24.02,32.95,7.83,1959.5,45.28,1.34,0.62,Clay,Zinc Sulphate
134,43,83,12.84,85.67,4.85,1806.73,43.17,0.34,0.74,Clay,Compost
82,49,47,19.93,33.28,7.02,1848.77,15.19,0.79,1.64,Silt,NPK
22,76,48,18.72,43.03,6.52,1211.7,23.57,0.5,0.94,Sandy,Urea
131,64,112,31.79,55.95,6.61,1277.88,10.28,1.14,2.02,Sandy,NPK
39,67,77,22.72,86.74,8.21,983.59,16.87,1.46,2.87,Loamy,Urea
112,61,28,27.61,89.47,4.63,1871.27,31.96,1.26,0.53,Loamy,MOP
55,73,61,25.03,30.02,7.59,2552.68,17.33,0.25,1.75,Silt,Urea
23,13,50,31.73,43.47,4.71,1973.76,55.08,0.61,2.78,Clay,Urea
139,57,101,31.54,60.08,4.65,1523.23,50.28,0.24,0.61,Loamy,Compost
128,81,36,23.46,71.66,6.22,378.16,13.58,0.25,1.16,Loamy,MOP
97,27,32,14.05,69.4,4.75,893.44,22.45,0.3,0.46,Sandy,DAP
36,19,28,22.24,45.09,7.66,2566.04,50.95,0.56,1.96,Sandy,Urea
68,23,89,14.8,41.85,6.62,1309.39,50.15,0.6,2.04,Loamy,DAP
128,60,44,38.77,30.86,4.62,2679.58,57.27,0.72,2.03,Sandy,Compost
135,55,14,38.5,80.57,4.66,879.58,59.88,0.73,1.67,Silt,MOP
29,75,97,23.7,52.73,6.95,1812.02,58.81,1.2,2.26,Loamy,Urea
139,70,14,10.83,81.86,7.72,2898.47,30.51,0.38,0.2,Sandy,MOP
142,11,102,21.24,49.42,6.25,1759.18,22.52,0.41,2.88,Silt,DAP
95,44,15,36.85,75.36,6.72,784.98,47.92,1.01,0.74,Sandy,MOP
142,43,50,18.64,34.18,7.7,842.73,24.96,0.94,0.45,Sandy,Compost
156,79,50,28.66,78.69,6.94,641.52,50.32,0.4,2.83,Sandy,NPK
109,77,63,15.52,83.46,5.4,259.44,36.7,1.31,2.51,Loamy,Compost
20,74,53,34.75,45.89,6.95,2138.8,49.7,0.63,2.32,Clay,Urea
25,44,57,36.76,38.51,7.01,2392.64,23.79,0.68,0.4,Sandy,Urea
130,57,46,28.45,41.77,7.44,2496.72,35.4,0.75,2.44,Silt,Compost
120,56,102,28.71,82.07,6.98,406.43,38.2,0.62,1.87,Loamy,NPK
158,20,65,21.36,47.17,8.38,2838.34,57.16,0.92,2.22,Loamy,DAP
88,71,42,31.21,43.88,5.29,1931.71,23.33,0.71,2.94,Silt,Compost
126,13,100,24.35,88.73,8.3,447.37,56.83,0.54,0.66,Sandy,DAP
125,42,44,32.36,70.2,6.65,437.69,50.24,1.38,1.56,Clay,NPK
28,43,111,39.06,79.93,7.19,1627.44,46.54,0.6,2.28,Sandy,Urea
21,83,113,34.67,74.82,4.9,884.02,49.34,1.11,1.36,Silt,Urea
132,44,15,25.52,52.44,6.02,869.46,40.27,0.65,0.26,Loamy,MOP
151,62,55,39.37,81.76,7.58,232.95,22.2,0.77,0.42,Clay,Urea
109,37,83,28.21,65.29,7.33,1550.56,19.47,0.51,1.85,Loamy,DAP
31,32,45,11.95,69.44,4.66,442.46,53.32,1.18,0.93,Silt,Urea
102,58,53,31.91,49.56,6.69,414.94,46.26,1.16,0.5,Sandy,NPK
102,85,16,34.6,88.87,4.85,644.21,20.66,0.23,1.09,Clay,MOP
112,11,16,14.05,81.28,8.48,229.84,40.75,0.28,0.68,Loamy,DAP
58,86,38,30.38,38.89,8.09,489.8,32.38,1.4,0.17,Loamy,Urea
78,35,89,37.63,42.23,4.58,1864.16,17.93,1.36,0.54,Loamy,DAP
147,26,74,17.54,74.92,7.93,918.76,36.59,0.86,2.66,Sandy,DAP
91,52,69,27.55,31.55,8.18,392.7,24.08,0.84,0.13,Clay,Zinc Sulphate
153,68,44,18.24,50.13,5.91,579.35,14.81,1.26,2.34,Sandy,NPK
47,75,66,33.23,61.95,7.38,320.8,33.35,0.38,2.29,Sandy,Urea
94,83,38,27.42,42.29,6.27,2375.48,39.51,1.05,1.74,Sandy,MOP
60,48,47,22.84,82.39,7.12,1772.17,12.35,0.82,0.7,Silt,NPK
91,35,86,10.87,83.36,5.86,1527.57,30.1,1.17,2.65,Silt,DAP
107,31,113,38.34,87.41,5.79,2645.15,22.88,0.24,1.48,Silt,DAP
72,84,21,24.93,38.78,6.2,423.03,11.53,0.97,0.6,Clay,MOP
142,31,96,34.12,34.76,5.08,304.07,16.28,0.92,1.34,Sandy,DAP
30,67,119,21.76,63.37,7.82,1387.46,16.95,1.29,0.67,Sandy,Urea
106,38,89,35.47,77.55,5.89,939.25,19.14,1.08,1.19,Silt,DAP
24,19,67,14.8,47.46,6.1,1532.29,50.17,1.34,1.54,Sandy,Urea
131,34,87,16.94,44.46,8.08,2729.6,31.97,1.35,1.14,Sandy,DAP
81,30,89,20.0,61.06,6.49,1449.52,17.35,0.73,2.01,Loamy,DAP
66,70,15,12.66,58.92,6.68,679.36,15.01,0.38,2.81,Sandy,MOP
56,48,45,23.32,58.77,8.33,2433.93,24.9,1.02,1.11,Loamy,Urea
130,86,61,24.58,54.32,8.05,1288.62,49.9,1.34,1.13,Sandy,Zinc Sulphate
45,75,97,13.44,73.62,5.18,2314.13,28.22,0.3,2.24,Clay,Urea
62,15,36,22.81,66.88,6.39,595.9,17.99,0.93,1.64,Silt,DAP
80,10,34,15.92,59.27,8.39,1144.04,30.21,0.35,1.34,Loamy,DAP
147,37,49,36.26,73.24,5.99,263.29,37.77,0.24,2.46,Silt,DAP
88,20,45,25.28,45.7,5.99,859.21,11.48,1.08,2.68,Loamy,DAP
145,48,69,38.56,83.51,5.28,2011.64,41.38,1.09,1.81,Loamy,Compost
146,78,38,20.24,53.05,4.96,1020.81,29.76,0.98,0.64,Loamy,MOP
52,27,104,20.24,49.66,7.46,589.79,10.49,1.32,1.45,Clay,Urea
83,29,12,20.16,62.54,7.58,357.47,43.69,0.31,1.56,Sandy,DAP
112,85,22,18.05,46.22,8.38,1887.71,45.62,0.34,1.35,Loamy,MOP
142,67,77,33.53,46.12,7.59,415.85,41.44,1.32,0.86,Clay,NPK
34,59,20,18.48,34.67,5.47,2436.64,27.1,0.85,1.47,Loamy,Urea
39,50,57,18.64,69.12,4.66,1200.11,36.48,0.55,1.39,Sandy,Urea
41,27,88,11.41,84.76,8.44,1053.84,29.36,1.16,0.71,Loamy,Urea
29,43,69,38.96,71.12,5.86,1949.43,45.03,1.36,2.72,Clay,Urea
115,75,11,36.59,64.06,5.75,1758.53,39.18,1.1,2.67,Sandy,MOP
156,87,88,18.78,72.71,8.12,2965.25,14.09,1.23,2.3,Clay,Zinc Sulphate
50,74,79,25.62,87.99,6.84,343.46,42.15,0.57,1.26,Sandy,Urea
115,36,22,24.48,50.19,5.36,2583.84,44.36,0.58,1.17,Sandy,DAP
93,39,44,12.63,55.84,8.06,1878.52,28.54,1.32,2.18,Silt,DAP
94,85,60,25.94,47.17,8.47,2671.33,53.79,1.0,1.86,Silt,Zinc Sulphate
93,10,117,13.4,31.0,4.85,2142.95,52.15,0.5,1.84,Silt,DAP
156,50,117,23.02,50.85,7.95,2334.58,18.76,0.88,0.46,Sandy,Zinc Sulphate
61,71,65,12.63,34.3,6.06,2402.76,55.21,1.09,1.89,Loamy,NPK
93,10,49,27.67,81.5,6.6,242.43,32.04,0.48,2.72,Clay,DAP
103,14,86,11.47,72.94,8.16,2547.21,46.19,1.05,0.35,Clay,DAP
21,57,68,28.85,48.24,8.39,2102.25,50.7,0.25,1.08,Clay,Urea
61,14,21,31.22,49.68,5.55,2852.67,35.26,0.59,1.58,Silt,DAP
125,80,25,27.13,64.18,5.35,572.94,29.96,1.08,2.09,Sandy,MOP
158,35,62,24.08,77.88,4.82,2780.41,55.77,0.39,0.36,Silt,DAP
146,58,116,11.82,73.12,6.75,2592.54,21.54,0.49,2.63,Loamy,DAP
92,79,50,10.34,31.73,4.55,833.73,22.85,1.34,0.22,Sandy,Compost
114,70,29,20.27,77.12,6.15,547.4,28.08,1.08,2.59,Clay,MOP
109,12,49,33.14,82.88,4.79,1960.11,52.97,0.85,0.18,Silt,DAP
140,48,70,29.42,35.39,6.12,2092.68,56.94,0.47,0.55,Silt,DAP
39,87,86,13.76,76.2,4.66,2190.57,21.0,0.64,2.42,Loamy,Urea
91,58,43,30.64,45.1,7.84,2567.56,53.19,0.95,2.59,Loamy,Zinc Sulphate
89,23,28,27.25,40.42,5.34,1758.78,22.91,0.4,2.95,Silt,DAP
136,29,54,15.0,62.63,5.81,995.08,58.53,0.83,0.44,Loamy,DAP
71,67,100,32.66,63.16,7.98,2599.78,39.87,0.73,1.63,Clay,Zinc Sulphate
44,53,38,34.91,58.25,7.49,1413.5,10.35,0.82,0.32,Loamy,Urea
85,18,28,16.98,84.11,5.38,1416.91,11.71,0.34,0.55,Loamy,DAP
47,72,116,29.08,44.5,4.79,1578.95,17.37,0.34,0.61,Silt,Urea
108,71,65,21.34,66.15,7.36,2539.55,19.38,1.45,0.28,Silt,Zinc Sulphate
